donor-name,value,recipient-name,party-group,period,donor-id,recipient-id,donor-state,donor-address,donor-postcode,donor-category
Australian Hotels Association - Federal Office,2000,Australian Labor Party (State of Queensland),Labor,2015-2016,30234,52,NSW,Level 15 131 Macquarie Street,2000,Hotels/Clubs
Australian Hotels Association - Federal Office,1000,Australian Labor Party (State of Queensland),Labor,2015-2016,30234,52,NSW,Level 15 131 Macquarie Street,2000,Hotels/Clubs
Australian Hotels Association - Federal Office,1000,Australian Labor Party (State of Queensland),Labor,2015-2016,30234,52,NSW,Level 15 131 Macquarie Street,2000,Hotels/Clubs
Australian Hotels Association - Federal Office,1000,Australian Labor Party (State of Queensland),Labor,2015-2016,30234,52,NSW,Level 15 131 Macquarie Street,2000,Hotels/Clubs
Australian Hotels Association - Federal Office,200,Australian Labor Party (State of Queensland),Labor,2015-2016,30234,52,NSW,Level 15 131 Macquarie Street,2000,Hotels/Clubs
Careers Australia Group,11000,Australian Labor Party (State of Queensland),Labor,2015-2016,34340,52,QLD,PO Box 1433,4006,Education
Careers Australia Group,1650,Australian Labor Party (State of Queensland),Labor,2015-2016,34340,52,QLD,PO Box 1433,4006,Education
Careers Australia Group,1500,Australian Labor Party (State of Queensland),Labor,2015-2016,34340,52,QLD,PO Box 1433,4006,Education
Clubs Queensland,11000,Australian Labor Party (State of Queensland),Labor,2015-2016,23090,52,QLD,PO Box 93,4013,Hotels/Clubs
Clubs Queensland,5500,Australian Labor Party (State of Queensland),Labor,2015-2016,23090,52,QLD,PO Box 93,4013,Hotels/Clubs
Clubs Queensland,550,Australian Labor Party (State of Queensland),Labor,2015-2016,23090,52,QLD,PO Box 93,4013,Hotels/Clubs
Consolidated Properties Group Pty Ltd,1100,Australian Labor Party (State of Queensland),Labor,2015-2016,29784,52,QLD,L7 175 Eagle Street,4000,Property/Construction
Consolidated Properties Group Pty Ltd,990,Australian Labor Party (State of Queensland),Labor,2015-2016,29784,52,QLD,L7 175 Eagle Street,4000,Property/Construction
Deloitte Touche Tohmatsu,1500,Australian Labor Party (State of Queensland),Labor,2015-2016,20444,52,NSW,"c/o Level 2, 225 George Street",2000,Accounting/Advisory
Ernst & Young,33000,Australian Labor Party (State of Queensland),Labor,2015-2016,33593,52,NSW,200 George Street ,2000,Accounting/Advisory
Ernst & Young,27500,Australian Labor Party (State of Queensland),Labor,2015-2016,33593,52,NSW,200 George Street ,2000,Accounting/Advisory
Ernst & Young,5500,Australian Labor Party (State of Queensland),Labor,2015-2016,33593,52,NSW,200 George Street ,2000,Accounting/Advisory
Ernst & Young,1827,Australian Labor Party (State of Queensland),Labor,2015-2016,33593,52,NSW,200 George Street ,2000,Accounting/Advisory
Financial Services Council Limited,5000,Australian Labor Party (State of Queensland),Labor,2015-2016,30081,52,NSW,"Level 24, 44 Market Street",2000,Finance/Insurance
Financial Services Council Limited,5000,Australian Labor Party (State of Queensland),Labor,2015-2016,30081,52,NSW,"Level 24, 44 Market Street",2000,Finance/Insurance
Financial Services Council Limited,1559,Australian Labor Party (State of Queensland),Labor,2015-2016,30081,52,NSW,"Level 24, 44 Market Street",2000,Finance/Insurance
Financial Services Council Limited,1559,Australian Labor Party (State of Queensland),Labor,2015-2016,30081,52,NSW,"Level 24, 44 Market Street",2000,Finance/Insurance
Financial Services Council Limited,1559,Australian Labor Party (State of Queensland),Labor,2015-2016,30081,52,NSW,"Level 24, 44 Market Street",2000,Finance/Insurance
Financial Services Council Limited,1500,Australian Labor Party (State of Queensland),Labor,2015-2016,30081,52,NSW,"Level 24, 44 Market Street",2000,Finance/Insurance
Financial Services Council Limited,1000,Australian Labor Party (State of Queensland),Labor,2015-2016,30081,52,NSW,"Level 24, 44 Market Street",2000,Finance/Insurance
Financial Services Council Limited,189,Australian Labor Party (State of Queensland),Labor,2015-2016,30081,52,NSW,"Level 24, 44 Market Street",2000,Finance/Insurance
Grey Street Hospitality Pty Ltd,16500,Australian Labor Party (State of Queensland),Labor,2015-2016,36493,52,QLD,GPO Box 2866,4001,Uncategorised
Holding Redlich,10000,Australian Labor Party (State of Queensland),Labor,2015-2016,2876,52,VIC,"Level 8, 555 Bourke Street",3000,Law Firms
Holding Redlich,1000,Australian Labor Party (State of Queensland),Labor,2015-2016,2876,52,VIC,"Level 8, 555 Bourke Street",3000,Law Firms
Insurance Australia Group Limited,1500,Australian Labor Party (State of Queensland),Labor,2015-2016,19301,52,NSW,388 George Street,2000,Finance/Insurance
IR21 Ltd,40000,Australian Labor Party (State of Queensland),Labor,2015-2016,36461,52,VIC,PO Box 23169,8012,Unions
IR21 Ltd,20000,Australian Labor Party (State of Queensland),Labor,2015-2016,36461,52,VIC,PO Box 23169,8012,Unions
J Hutchinson Pty Ltd,15440,Australian Labor Party (State of Queensland),Labor,2015-2016,21114,52,QLD,Locked Bag 3002,4066,Property/Construction
J Hutchinson Pty Ltd,1500,Australian Labor Party (State of Queensland),Labor,2015-2016,21114,52,QLD,Locked Bag 3002,4066,Property/Construction
KPMG Australia,27500,Australian Labor Party (State of Queensland),Labor,2015-2016,32569,52,VIC,147 Collins Street,3000,Accounting/Advisory
Macquarie Group Limited,1500,Australian Labor Party (State of Queensland),Labor,2015-2016,20324,52,NSW,GPO Box 4294,1164,Finance/Insurance
Macquarie Group Limited,1500,Australian Labor Party (State of Queensland),Labor,2015-2016,20324,52,NSW,GPO Box 4294,1164,Finance/Insurance
Maurice Blackburn,2100,Australian Labor Party (State of Queensland),Labor,2015-2016,20379,52,VIC,PO Box 523,3001,Law Firms
Maurice Blackburn,1056,Australian Labor Party (State of Queensland),Labor,2015-2016,20379,52,VIC,PO Box 523,3001,Law Firms
Maurice Blackburn,999,Australian Labor Party (State of Queensland),Labor,2015-2016,20379,52,VIC,PO Box 523,3001,Law Firms
Maurice Blackburn,550,Australian Labor Party (State of Queensland),Labor,2015-2016,20379,52,VIC,PO Box 523,3001,Law Firms
Maurice Blackburn,550,Australian Labor Party (State of Queensland),Labor,2015-2016,20379,52,VIC,PO Box 523,3001,Law Firms
Metro Property Development Pty Ltd,16700,Australian Labor Party (State of Queensland),Labor,2015-2016,29522,52,VIC,"Level 4, 484 St kilda Road",3004,Property/Construction
Metro Property Development Pty Ltd,3300,Australian Labor Party (State of Queensland),Labor,2015-2016,29522,52,VIC,"Level 4, 484 St kilda Road",3004,Property/Construction
Metro Property Development Pty Ltd,1500,Australian Labor Party (State of Queensland),Labor,2015-2016,29522,52,VIC,"Level 4, 484 St kilda Road",3004,Property/Construction
Mr Graeme Wood,6000,Australian Labor Party (State of Queensland),Labor,2015-2016,36505,52,,,,Individual
Mr John Kirby,10000,Australian Labor Party (State of Queensland),Labor,2015-2016,29943,52,,,,Individual
Mr John Kirby,7500,Australian Labor Party (State of Queensland),Labor,2015-2016,29943,52,,,,Individual
Origin Energy,11000,Australian Labor Party (State of Queensland),Labor,2015-2016,29732,52,NSW,Level 45 Australia Square 264-278 George Street,2000,Energy
Origin Energy,528,Australian Labor Party (State of Queensland),Labor,2015-2016,29732,52,NSW,Level 45 Australia Square 264-278 George Street,2000,Energy
Origin Energy,220,Australian Labor Party (State of Queensland),Labor,2015-2016,29732,52,NSW,Level 45 Australia Square 264-278 George Street,2000,Energy
Plenary Group Holdings Pty Ltd,11000,Australian Labor Party (State of Queensland),Labor,2015-2016,28755,52,NSW,Level 21 126 Phillip Street,2000,Property/Construction
Plenary Group Holdings Pty Ltd,1760,Australian Labor Party (State of Queensland),Labor,2015-2016,28755,52,NSW,Level 21 126 Phillip Street,2000,Property/Construction
Plenary Group Holdings Pty Ltd,1200,Australian Labor Party (State of Queensland),Labor,2015-2016,28755,52,NSW,Level 21 126 Phillip Street,2000,Property/Construction
Plenary Group Holdings Pty Ltd,1100,Australian Labor Party (State of Queensland),Labor,2015-2016,28755,52,NSW,Level 21 126 Phillip Street,2000,Property/Construction
Plenary Group Holdings Pty Ltd,1000,Australian Labor Party (State of Queensland),Labor,2015-2016,28755,52,NSW,Level 21 126 Phillip Street,2000,Property/Construction
Pointcorp Holdings Pty Ltd,5000,Australian Labor Party (State of Queensland),Labor,2015-2016,36594,52,QLD,Level 2 Oxley House 25 Donin Street,4101,Property/Construction
Pricewaterhousecoopers,5500,Australian Labor Party (State of Queensland),Labor,2015-2016,21246,52,NSW,GPO Box 2650,1171,Accounting/Advisory
Pricewaterhousecoopers,2080,Australian Labor Party (State of Queensland),Labor,2015-2016,21246,52,NSW,GPO Box 2650,1171,Accounting/Advisory
Pricewaterhousecoopers,1760,Australian Labor Party (State of Queensland),Labor,2015-2016,21246,52,NSW,GPO Box 2650,1171,Accounting/Advisory
Pricewaterhousecoopers,1200,Australian Labor Party (State of Queensland),Labor,2015-2016,21246,52,NSW,GPO Box 2650,1171,Accounting/Advisory
Pricewaterhousecoopers,1200,Australian Labor Party (State of Queensland),Labor,2015-2016,21246,52,NSW,GPO Box 2650,1171,Accounting/Advisory
Pricewaterhousecoopers,1200,Australian Labor Party (State of Queensland),Labor,2015-2016,21246,52,NSW,GPO Box 2650,1171,Accounting/Advisory
Pricewaterhousecoopers,1200,Australian Labor Party (State of Queensland),Labor,2015-2016,21246,52,NSW,GPO Box 2650,1171,Accounting/Advisory
Pricewaterhousecoopers,1100,Australian Labor Party (State of Queensland),Labor,2015-2016,21246,52,NSW,GPO Box 2650,1171,Accounting/Advisory
Pricewaterhousecoopers,840,Australian Labor Party (State of Queensland),Labor,2015-2016,21246,52,NSW,GPO Box 2650,1171,Accounting/Advisory
Pricewaterhousecoopers,840,Australian Labor Party (State of Queensland),Labor,2015-2016,21246,52,NSW,GPO Box 2650,1171,Accounting/Advisory
Property Council of Australia Limited,704,Australian Labor Party (State of Queensland),Labor,2015-2016,12917,52,NSW,"Level 1, 11 Barrack Street",2000,Property/Construction
Property Council of Australia Limited,396,Australian Labor Party (State of Queensland),Labor,2015-2016,12917,52,NSW,"Level 1, 11 Barrack Street",2000,Property/Construction
Remuneration Services (QLD) Pty Ltd,15000,Australian Labor Party (State of Queensland),Labor,2015-2016,15997,52,QLD,GPO Box 424,4001,Finance/Insurance
Remuneration Services (QLD) Pty Ltd,10000,Australian Labor Party (State of Queensland),Labor,2015-2016,15997,52,QLD,GPO Box 424,4001,Finance/Insurance
Remuneration Services (QLD) Pty Ltd,1500,Australian Labor Party (State of Queensland),Labor,2015-2016,15997,52,QLD,GPO Box 424,4001,Finance/Insurance
Santos Limited,6600,Australian Labor Party (State of Queensland),Labor,2015-2016,626,52,SA,60 Flinders Street,5000,Resources
Santos Limited,1760,Australian Labor Party (State of Queensland),Labor,2015-2016,626,52,SA,60 Flinders Street,5000,Resources
Santos Limited,1650,Australian Labor Party (State of Queensland),Labor,2015-2016,626,52,SA,60 Flinders Street,5000,Resources
Santos Limited,1200,Australian Labor Party (State of Queensland),Labor,2015-2016,626,52,SA,60 Flinders Street,5000,Resources
Santos Limited,92,Australian Labor Party (State of Queensland),Labor,2015-2016,626,52,SA,60 Flinders Street,5000,Resources
Tabcorp Holdings Limited,5500,Australian Labor Party (State of Queensland),Labor,2015-2016,19567,52,VIC,5 Bowen Crescent,3004,Gambling
Tabcorp Holdings Limited,352,Australian Labor Party (State of Queensland),Labor,2015-2016,19567,52,VIC,5 Bowen Crescent,3004,Gambling
Tatts Group Limited,12516,Australian Labor Party (State of Queensland),Labor,2015-2016,37143,52,QLD,87 Ipswich Rd,4102,Gambling
Tatts Group Limited,11000,Australian Labor Party (State of Queensland),Labor,2015-2016,37143,52,QLD,87 Ipswich Rd,4102,Gambling
Tatts Group Limited,1600,Australian Labor Party (State of Queensland),Labor,2015-2016,37143,52,QLD,87 Ipswich Rd,4102,Gambling
