donor-name,value,recipient-name,party-group,period,donor-id,recipient-id,donor-state,donor-address,donor-postcode,donor-category
Mr Allan Myers,10000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,5506,43,,,,Individual
Mr Allan Myers,3500,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,5506,43,,,,Individual
Mr Bruce Fink,8000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,36530,43,,,,Individual
Mr Harold Mitchell,43527,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,3823,43,,,,Individual
Mr Ian Dicker,1500,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,37118,43,,,,Individual
Mr Ian Dicker,750,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,37118,43,,,,Individual
Mr John Landerer,10000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,6855,43,,,,Individual
Mr Marcus Besen,10000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,29261,43,,,,Individual
Mr Michael Crouch,1000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,34003,43,,,,Individual
Mr Paul Espie,500,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,7233,43,,,,Individual
Mr Peter and Sharon Ivany,10000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,36711,43,,,,Individual
Mr PETER JERMYN,50000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,36779,43,,,,Individual
Mr Richard Smith,5000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,29111,43,,,,Individual
Mr Richard Smith,2000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,29111,43,,,,Individual
Mr Richard Smith,1000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,29111,43,,,,Individual
MSD,5000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,30199,43,NSW,"Level 1, Building A 26 Talavera Road",2113,Pharmaceutical/Health
National Australia Bank Limited,14100,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,19045,43,VIC,"Level 1, 800 Bourke Street",3008,Finance/Insurance
National Australia Bank Limited,10000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,19045,43,VIC,"Level 1, 800 Bourke Street",3008,Finance/Insurance
National Australia Bank Limited,10000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,19045,43,VIC,"Level 1, 800 Bourke Street",3008,Finance/Insurance
National Australia Bank Limited,6000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,19045,43,VIC,"Level 1, 800 Bourke Street",3008,Finance/Insurance
National Australia Bank Limited,5000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,19045,43,VIC,"Level 1, 800 Bourke Street",3008,Finance/Insurance
National Australia Bank Limited,800,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,19045,43,VIC,"Level 1, 800 Bourke Street",3008,Finance/Insurance
National Australia Bank Limited,70,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,19045,43,VIC,"Level 1, 800 Bourke Street",3008,Finance/Insurance
Nine Entertainment Co,12000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,36528,43,NSW,24 Artarmon Road,2068,Entertainment
Norton Rose Fulbright Australia,1500,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,36502,43,NSW,Sydney Office: Level 16 Grosvenor Place 225 George Street,2000,Law Firms
Novartis Pharmaceuticals Australia Pty Limited,2411,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,1351,43,NSW,54 Waterloo Road,2113,Pharmaceutical/Health
Novartis Pharmaceuticals Australia Pty Limited,1500,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,1351,43,NSW,54 Waterloo Road,2113,Pharmaceutical/Health
Novartis Pharmaceuticals Australia Pty Limited,1100,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,1351,43,NSW,54 Waterloo Road,2113,Pharmaceutical/Health
Novartis Pharmaceuticals Australia Pty Limited,260,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,1351,43,NSW,54 Waterloo Road,2113,Pharmaceutical/Health
Origin Energy,5000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,29732,43,NSW,Level 45 Australia Square 264-278 George Street,2000,Energy
Origin Energy,2000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,29732,43,NSW,Level 45 Australia Square 264-278 George Street,2000,Energy
Origin Energy,1500,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,29732,43,NSW,Level 45 Australia Square 264-278 George Street,2000,Energy
Plenary Group Holdings Pty Ltd,2500,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,28755,43,NSW,Level 21 126 Phillip Street,2000,Property/Construction
Plenary Group Holdings Pty Ltd,1500,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,28755,43,NSW,Level 21 126 Phillip Street,2000,Property/Construction
Plenary Group Holdings Pty Ltd,1500,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,28755,43,NSW,Level 21 126 Phillip Street,2000,Property/Construction
Plenary Group Holdings Pty Ltd,1500,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,28755,43,NSW,Level 21 126 Phillip Street,2000,Property/Construction
Pratt Holdings P/L,10000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,21894,43,VIC,Level 11 2 Southbank Blvd,3006,Industrial/Manufacturing
Pratt Holdings P/L,10000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,21894,43,VIC,Level 11 2 Southbank Blvd,3006,Industrial/Manufacturing
Pricewaterhousecoopers,10000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,21246,43,NSW,GPO Box 2650,1171,Accounting/Advisory
Pricewaterhousecoopers,10000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,21246,43,NSW,GPO Box 2650,1171,Accounting/Advisory
Pricewaterhousecoopers,3238,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,21246,43,NSW,GPO Box 2650,1171,Accounting/Advisory
Pricewaterhousecoopers,2500,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,21246,43,NSW,GPO Box 2650,1171,Accounting/Advisory
Pricewaterhousecoopers,2500,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,21246,43,NSW,GPO Box 2650,1171,Accounting/Advisory
Pricewaterhousecoopers,2000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,21246,43,NSW,GPO Box 2650,1171,Accounting/Advisory
Pricewaterhousecoopers,1250,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,21246,43,NSW,GPO Box 2650,1171,Accounting/Advisory
Primary Health Care Limited,80,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,32568,43,NSW,"Level 6, 203 Pacific Highway",2065,Pharmaceutical/Health
QBE Insurance (Australia) Limited,15000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,20362,43,NSW,"Level 27, 8 Chifley Square",2000,Finance/Insurance
Restaurant & Catering Industry Association of Australia,1500,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,33957,43,NSW,PO BOX 121,2010,Advocacy/Lobbyist
Restaurant & Catering Industry Association of Australia,1375,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,33957,43,NSW,PO BOX 121,2010,Advocacy/Lobbyist
Santos Limited,7000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,626,43,SA,60 Flinders Street,5000,Resources
SEEK Limited,10000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,36876,43,VIC,LEVEL 6 541 ST KILDA RD,3004,Retail & Service
Servcorp Administration Pty Ltd,5000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,14450,43,NSW,"Level 63, MLC Centre 19 Martin Place",2000,Property/Construction
Sovori Pty Ltd,5000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,28771,43,NSW,"Level 63, MLC Centre 19 Martin Place",2000,Property/Construction
Tabcorp Holdings Limited,30000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,19567,43,VIC,5 Bowen Crescent,3004,Gambling
Tabcorp Holdings Limited,10000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,19567,43,VIC,5 Bowen Crescent,3004,Gambling
Tatts Group Limited,1500,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,37143,43,QLD,87 Ipswich Rd,4102,Gambling
The Civic Group,14300,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,33966,43,VIC,Lower Ground 9 Queen Street,3000,Advocacy/Lobbyist
The Civic Group,7000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,33966,43,VIC,Lower Ground 9 Queen Street,3000,Advocacy/Lobbyist
The Civic Group,216,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,33966,43,VIC,Lower Ground 9 Queen Street,3000,Advocacy/Lobbyist
The Gandel Group Pty Ltd,50000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,16943,43,VIC,PO Box 204,3148,Property/Construction
The Gandel Group Pty Ltd,20000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,16943,43,VIC,PO Box 204,3148,Property/Construction
The Gandel Group Pty Ltd,10000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,16943,43,VIC,PO Box 204,3148,Property/Construction
The Gandel Group Pty Ltd,1000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,16943,43,VIC,PO Box 204,3148,Property/Construction
The Pharmacy Guild of Australia,30000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,33796,43,ACT,"Level 2, 15 National Circuit",2600,Pharmaceutical/Health
The Pharmacy Guild of Australia,2500,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,33796,43,ACT,"Level 2, 15 National Circuit",2600,Pharmaceutical/Health
The Pharmacy Guild of Australia,1500,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,33796,43,ACT,"Level 2, 15 National Circuit",2600,Pharmaceutical/Health
The Pharmacy Guild of Australia,1500,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,33796,43,ACT,"Level 2, 15 National Circuit",2600,Pharmaceutical/Health
The Pharmacy Guild of Australia,1250,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,33796,43,ACT,"Level 2, 15 National Circuit",2600,Pharmaceutical/Health
The Pharmacy Guild of Australia,1000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,33796,43,ACT,"Level 2, 15 National Circuit",2600,Pharmaceutical/Health
The Pharmacy Guild of Australia,160,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,33796,43,ACT,"Level 2, 15 National Circuit",2600,Pharmaceutical/Health
The Pharmacy Guild of Australia,120,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,33796,43,ACT,"Level 2, 15 National Circuit",2600,Pharmaceutical/Health
The Pharmacy Guild of Australia,100,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,33796,43,ACT,"Level 2, 15 National Circuit",2600,Pharmaceutical/Health
The Pharmacy Guild of Australia,75,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,33796,43,ACT,"Level 2, 15 National Circuit",2600,Pharmaceutical/Health
The Registered Clubs Association of NSW (t/a ClubsNSW),2000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,16043,43,NSW,Level 8 51 Druitt Street,2000,Hotels/Clubs
Toga Pty Ltd,10000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,21887,43,NSW,Level 5 45 Jones Street,2007,Property/Construction
Top Education Group,1250,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,34219,43,NSW,"Suite 1, Biomedical Building 1 Central Ave, Australian Technology Park",2015,Education
Village Roadshow Limited,15000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,21869,43,VIC,"Level 1, 500 Chapel Street",3141,Entertainment
Village Roadshow Limited,10000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,21869,43,VIC,"Level 1, 500 Chapel Street",3141,Entertainment
Village Roadshow Limited,7000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,21869,43,VIC,"Level 1, 500 Chapel Street",3141,Entertainment
Visa AP (Australia) Pty Ltd,25000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,30313,43,NSW,"Level 42, 50 Bridge Street",2000,Finance/Insurance
Westfield Corporation,10000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,18630,43,NSW,GPO Box 4004,2001,Property/Construction
Westpac Banking Corporation,12000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,17948,43,NSW,"Level 20, 275 Kent Street",2000,Finance/Insurance
Westpac Banking Corporation,12000,Liberal Party of Australia (Victorian Division),Liberal,2015-2016,17948,43,NSW,"Level 20, 275 Kent Street",2000,Finance/Insurance
Allianz Australia Limited,245,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,4528,46,NSW,"Level 12, 2 Market Street",2000,Finance/Insurance
Allianz Australia Limited,130,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,4528,46,NSW,"Level 12, 2 Market Street",2000,Finance/Insurance
Aurizon Holdings Limited,2000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33346,46,QLD,GPO Box 456,4000,Transportation
Aurizon Holdings Limited,1500,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33346,46,QLD,GPO Box 456,4000,Transportation
Australian Hotels Association - Federal Office,2000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,30234,46,NSW,Level 15 131 Macquarie Street,2000,Hotels/Clubs
Australian Hotels Association - Federal Office,1500,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,30234,46,NSW,Level 15 131 Macquarie Street,2000,Hotels/Clubs
Australian Private Hospitals Association,2000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33998,46,ACT,PO Box 4502,2604,Pharmaceutical/Health
Australian Private Hospitals Association,1500,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33998,46,ACT,PO Box 4502,2604,Pharmaceutical/Health
Australian Private Hospitals Association,1000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33998,46,ACT,PO Box 4502,2604,Pharmaceutical/Health
AUTOMOTIVE INVEST PTY LIMITED,20000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,36475,46,NSW,3-13 Stockyard Place,2250,Transportation
AUTOMOTIVE INVEST PTY LIMITED,20000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,36475,46,NSW,3-13 Stockyard Place,2250,Transportation
AUTOMOTIVE INVEST PTY LIMITED,10000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,36475,46,NSW,3-13 Stockyard Place,2250,Transportation
Boehringer Ingelheim Pty Limited,5000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,30349,46,NSW,78 Waterloo Road,2113,Pharmaceutical/Health
Caltex Australia Limited,275,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,23051,46,NSW,GPO Box 3916,2001,Energy
CapitalHill Advisory Pty Ltd,14400,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33865,46,ACT,"Level 1, The Realm 18 National Circuit",2600,Advocacy/Lobbyist
CapitalHill Advisory Pty Ltd,5000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33865,46,ACT,"Level 1, The Realm 18 National Circuit",2600,Advocacy/Lobbyist
CapitalHill Advisory Pty Ltd,5000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33865,46,ACT,"Level 1, The Realm 18 National Circuit",2600,Advocacy/Lobbyist
CapitalHill Advisory Pty Ltd,5000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33865,46,ACT,"Level 1, The Realm 18 National Circuit",2600,Advocacy/Lobbyist
CapitalHill Advisory Pty Ltd,3200,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33865,46,ACT,"Level 1, The Realm 18 National Circuit",2600,Advocacy/Lobbyist
CapitalHill Advisory Pty Ltd,3000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33865,46,ACT,"Level 1, The Realm 18 National Circuit",2600,Advocacy/Lobbyist
CapitalHill Advisory Pty Ltd,2950,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33865,46,ACT,"Level 1, The Realm 18 National Circuit",2600,Advocacy/Lobbyist
CapitalHill Advisory Pty Ltd,2000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33865,46,ACT,"Level 1, The Realm 18 National Circuit",2600,Advocacy/Lobbyist
CapitalHill Advisory Pty Ltd,2000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33865,46,ACT,"Level 1, The Realm 18 National Circuit",2600,Advocacy/Lobbyist
CapitalHill Advisory Pty Ltd,1485,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33865,46,ACT,"Level 1, The Realm 18 National Circuit",2600,Advocacy/Lobbyist
CapitalHill Advisory Pty Ltd,1000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33865,46,ACT,"Level 1, The Realm 18 National Circuit",2600,Advocacy/Lobbyist
CapitalHill Advisory Pty Ltd,1000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33865,46,ACT,"Level 1, The Realm 18 National Circuit",2600,Advocacy/Lobbyist
CapitalHill Advisory Pty Ltd,1000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33865,46,ACT,"Level 1, The Realm 18 National Circuit",2600,Advocacy/Lobbyist
CapitalHill Advisory Pty Ltd,1000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33865,46,ACT,"Level 1, The Realm 18 National Circuit",2600,Advocacy/Lobbyist
CapitalHill Advisory Pty Ltd,990,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33865,46,ACT,"Level 1, The Realm 18 National Circuit",2600,Advocacy/Lobbyist
CapitalHill Advisory Pty Ltd,950,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33865,46,ACT,"Level 1, The Realm 18 National Circuit",2600,Advocacy/Lobbyist
CapitalHill Advisory Pty Ltd,800,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33865,46,ACT,"Level 1, The Realm 18 National Circuit",2600,Advocacy/Lobbyist
CapitalHill Advisory Pty Ltd,500,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33865,46,ACT,"Level 1, The Realm 18 National Circuit",2600,Advocacy/Lobbyist
CapitalHill Advisory Pty Ltd,500,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33865,46,ACT,"Level 1, The Realm 18 National Circuit",2600,Advocacy/Lobbyist
CapitalHill Advisory Pty Ltd,300,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33865,46,ACT,"Level 1, The Realm 18 National Circuit",2600,Advocacy/Lobbyist
CapitalHill Advisory Pty Ltd,150,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33865,46,ACT,"Level 1, The Realm 18 National Circuit",2600,Advocacy/Lobbyist
CapitalHill Advisory Pty Ltd,150,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33865,46,ACT,"Level 1, The Realm 18 National Circuit",2600,Advocacy/Lobbyist
CapitalHill Advisory Pty Ltd,150,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33865,46,ACT,"Level 1, The Realm 18 National Circuit",2600,Advocacy/Lobbyist
CapitalHill Advisory Pty Ltd,125,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33865,46,ACT,"Level 1, The Realm 18 National Circuit",2600,Advocacy/Lobbyist
CapitalHill Advisory Pty Ltd,125,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33865,46,ACT,"Level 1, The Realm 18 National Circuit",2600,Advocacy/Lobbyist
CapitalHill Advisory Pty Ltd,90,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33865,46,ACT,"Level 1, The Realm 18 National Circuit",2600,Advocacy/Lobbyist
CapitalHill Advisory Pty Ltd,75,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33865,46,ACT,"Level 1, The Realm 18 National Circuit",2600,Advocacy/Lobbyist
Chaoshan No 1 Pty Ltd ATF Legpro 30 Unit Trust,10000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,34296,46,NSW,Level 15 201 Miller Street,2060,Finance/Insurance
Chevron Australia Pty Ltd,1000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,29556,46,WA,250 St Georges Terrace,6000,Resources
Chevron Australia Pty Ltd,675,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,29556,46,WA,250 St Georges Terrace,6000,Resources
Commonwealth Bank of Australia,2700,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,1710,46,NSW,"Level 5, 201 Sussex Street",2000,Finance/Insurance
Commonwealth Bank of Australia,1500,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,1710,46,NSW,"Level 5, 201 Sussex Street",2000,Finance/Insurance
Commonwealth Bank of Australia,275,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,1710,46,NSW,"Level 5, 201 Sussex Street",2000,Finance/Insurance
Customer Owned Banking Association Limited,1500,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33685,46,NSW,"Level 11, 35 Clarence Street",2000,Finance/Insurance
Deloitte Touche Tohmatsu,4563,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,20444,46,NSW,"c/o Level 2, 225 George Street",2000,Accounting/Advisory
Deloitte Touche Tohmatsu,2876,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,20444,46,NSW,"c/o Level 2, 225 George Street",2000,Accounting/Advisory
Deloitte Touche Tohmatsu,2388,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,20444,46,NSW,"c/o Level 2, 225 George Street",2000,Accounting/Advisory
Deloitte Touche Tohmatsu,2180,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,20444,46,NSW,"c/o Level 2, 225 George Street",2000,Accounting/Advisory
Deloitte Touche Tohmatsu,1751,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,20444,46,NSW,"c/o Level 2, 225 George Street",2000,Accounting/Advisory
Deloitte Touche Tohmatsu,1731,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,20444,46,NSW,"c/o Level 2, 225 George Street",2000,Accounting/Advisory
Deloitte Touche Tohmatsu,1730,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,20444,46,NSW,"c/o Level 2, 225 George Street",2000,Accounting/Advisory
Deloitte Touche Tohmatsu,1682,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,20444,46,NSW,"c/o Level 2, 225 George Street",2000,Accounting/Advisory
Deloitte Touche Tohmatsu,1320,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,20444,46,NSW,"c/o Level 2, 225 George Street",2000,Accounting/Advisory
Dr Andrew Pethebridge,1200,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,36460,46,,,,Individual
Dr Andrew Pethebridge,250,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,36460,46,,,,Individual
Dr Andrew Pethebridge,250,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,36460,46,,,,Individual
Dr Gary Hilton Weiss,10000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,36682,46,,,,Individual
Ernst & Young,11000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33593,46,NSW,200 George Street ,2000,Accounting/Advisory
Ernst & Young,2240,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33593,46,NSW,200 George Street ,2000,Accounting/Advisory
Ernst & Young,735,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33593,46,NSW,200 George Street ,2000,Accounting/Advisory
Financial Services Council Limited,5000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,30081,46,NSW,"Level 24, 44 Market Street",2000,Finance/Insurance
Financial Services Council Limited,1407,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,30081,46,NSW,"Level 24, 44 Market Street",2000,Finance/Insurance
Financial Services Council Limited,1250,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,30081,46,NSW,"Level 24, 44 Market Street",2000,Finance/Insurance
Financial Services Council Limited,1000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,30081,46,NSW,"Level 24, 44 Market Street",2000,Finance/Insurance
Financial Services Council Limited,1000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,30081,46,NSW,"Level 24, 44 Market Street",2000,Finance/Insurance
Financial Services Council Limited,750,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,30081,46,NSW,"Level 24, 44 Market Street",2000,Finance/Insurance
Financial Services Council Limited,700,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,30081,46,NSW,"Level 24, 44 Market Street",2000,Finance/Insurance
Financial Services Council Limited,250,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,30081,46,NSW,"Level 24, 44 Market Street",2000,Finance/Insurance
Financial Services Council Limited,100,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,30081,46,NSW,"Level 24, 44 Market Street",2000,Finance/Insurance
Financial Services Council Limited,100,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,30081,46,NSW,"Level 24, 44 Market Street",2000,Finance/Insurance
Financial Services Council Limited,80,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,30081,46,NSW,"Level 24, 44 Market Street",2000,Finance/Insurance
Genworth Mortgage Insurance Australia Limited,11000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33890,46,NSW,"Level 26, 101 Miller Street",2060,Finance/Insurance
Genworth Mortgage Insurance Australia Limited,11000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33890,46,NSW,"Level 26, 101 Miller Street",2060,Finance/Insurance
Genworth Mortgage Insurance Australia Limited,3619,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33890,46,NSW,"Level 26, 101 Miller Street",2060,Finance/Insurance
Genworth Mortgage Insurance Australia Limited,2500,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33890,46,NSW,"Level 26, 101 Miller Street",2060,Finance/Insurance
Genworth Mortgage Insurance Australia Limited,2000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33890,46,NSW,"Level 26, 101 Miller Street",2060,Finance/Insurance
Genworth Mortgage Insurance Australia Limited,350,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33890,46,NSW,"Level 26, 101 Miller Street",2060,Finance/Insurance
Genworth Mortgage Insurance Australia Limited,80,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,33890,46,NSW,"Level 26, 101 Miller Street",2060,Finance/Insurance
Gresham Partners Holdings Limited,12500,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,36531,46,NSW,Level 17 167 Macquarie Street,2000,Finance/Insurance
Gresham Partners Holdings Limited,350,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,36531,46,NSW,Level 17 167 Macquarie Street,2000,Finance/Insurance
Gresham Partners Holdings Limited,275,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,36531,46,NSW,Level 17 167 Macquarie Street,2000,Finance/Insurance
Gresham Partners Holdings Limited,155,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,36531,46,NSW,Level 17 167 Macquarie Street,2000,Finance/Insurance
Gresham Partners Holdings Limited,150,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,36531,46,NSW,Level 17 167 Macquarie Street,2000,Finance/Insurance
Gresham Partners Holdings Limited,135,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,36531,46,NSW,Level 17 167 Macquarie Street,2000,Finance/Insurance
Henroth Investments Pty Ltd,5000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,5270,46,NSW,"Suite 604, Level 6 Eastpoint Tower 180 Ocean Street",2027,Property/Construction
Henroth Investments Pty Ltd,5000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,5270,46,NSW,"Suite 604, Level 6 Eastpoint Tower 180 Ocean Street",2027,Property/Construction
Holding Redlich,1500,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,2876,46,VIC,"Level 8, 555 Bourke Street",3000,Law Firms
